N.IKNH    34.1891   132.1260  -0.115
N.MKWH    34.1974   131.9943  -0.135
N.SKIH    34.3935   132.1611  0.25
N.SYTH    34.0270   132.0626  0.073
N.MICH    34.3904   131.8925  0.148
N.OKMH    34.2090   132.4063  -0.0616
N.HISH    34.4122   132.3907  -0.0516
N.TKJH    34.2091   131.6859  -0.08
N.TKUH    33.9725   131.8149  -0.0116
N.HIKH    34.5725   132.0122  0.06008
N.KRHH    34.1161   132.5053  0.0784
N.TGUH    34.5716   132.2326  0.1614
N.TOHH    33.9291   132.4046  -0.0966
N.KNSH    33.8260   132.1040  -0.0426
N.KURH    34.2882   132.6411  0.128
N.MTMH    34.4837   131.6329  0.165
N.MITH    34.6940   132.0402  0.08155
N.TMGH    34.6257   131.6681  -0.09
N.MTOH    34.2176   131.3597  0.04706
N.HGIH    34.3979   131.3774  -0.0966
N.HHIH    34.4572   132.7923  0.1334
N.KNGH    34.8839   132.2026  0.05955
N.UBEH    33.9893   131.3012  -0.12
N.HSMH    34.8697   132.6396  0.06455
N.TBEH    33.7112   132.8032  0.005
N.MISH    33.3719   132.1157  -0.21352
N.OOCH    35.0918   132.5308  0.13955
N.TYUH    34.1349   130.9323  -0.156
N.BZNH    33.5925   131.1348  -0.269
N.NMKH    34.3785   133.3493  -0.175
